-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000
126.00000000,129.00000000,66.00000000,83.00000000,0.02564103,0.00238095
162.00000000,170.00000000,59.00000000,79.00000000,-0.03448276,0.02521930
42.00000000,42.00000000,21.00000000,29.00000000,0.00000000,0.15714286
159.00000000,165.00000000,70.00000000,92.00000000,0.04504505,0.07904762
111.00000000,119.00000000,35.00000000,61.00000000,-0.00769231,-0.05929487
115.00000000,121.00000000,39.00000000,61.00000000,-0.01449275,-0.02051282
113.00000000,121.00000000,71.00000000,95.00000000,0.05405405,-0.03306878
37.00000000,38.00000000,19.00000000,24.00000000,-0.01428571,0.05000000
186.00000000,190.00000000,43.00000000,62.00000000,0.00709220,0.02592593
108.00000000,117.00000000,50.00000000,74.00000000,-0.00997340,-0.00427350
110.00000000,113.00000000,32.00000000,50.00000000,0.02500000,0.02205882
78.00000000,82.00000000,31.00000000,55.00000000,0.01065163,0.16193182
139.00000000,144.00000000,63.00000000,96.00000000,-0.02516587,-0.08658009
169.00000000,171.00000000,69.00000000,94.00000000,-0.00564972,0.05253623
52.00000000,53.00000000,15.00000000,24.00000000,-0.02564103,0.27731092
86.00000000,89.00000000,34.00000000,51.00000000,0.00000000,0.12307692
79.00000000,81.00000000,30.00000000,47.00000000,0.00000000,0.25000000
136.00000000,139.00000000,72.00000000,88.00000000,0.02666667,0.12962963
158.00000000,161.00000000,79.00000000,100.00000000,0.00641026,-0.03791667
71.00000000,71.00000000,40.00000000,48.00000000,0.00000000,-0.04232804
79.00000000,82.00000000,46.00000000,65.00000000,-0.03030303,0.09722222
44.00000000,46.00000000,30.00000000,43.00000000,0.12500000,0.09782609
199.00000000,201.00000000,57.00000000,72.00000000,-0.00952381,0.12365591
144.00000000,152.00000000,65.00000000,91.00000000,0.01626016,0.02972802
104.00000000,106.00000000,49.00000000,69.00000000,0.02564103,0.22222222
22.00000000,23.00000000,13.00000000,20.00000000,-0.20000000,-0.50000000
70.00000000,75.00000000,51.00000000,69.00000000,-0.03846154,-0.07236842
217.00000000,222.00000000,57.00000000,77.00000000,0.00944900,-0.04861111
33.00000000,34.00000000,24.00000000,26.00000000,0.00000000,0.00000000
66.00000000,67.00000000,28.00000000,36.00000000,-0.02702703,-0.05000000
85.00000000,87.00000000,32.00000000,56.00000000,-0.02380952,0.00000000
226.00000000,233.00000000,45.00000000,66.00000000,0.00740741,0.10833333
166.00000000,169.00000000,67.00000000,84.00000000,-0.00813008,0.10533911
119.00000000,132.00000000,39.00000000,70.00000000,0.04040404,-0.02631579
153.00000000,159.00000000,80.00000000,107.00000000,0.00793651,0.02909091
27.00000000,32.00000000,15.00000000,20.00000000,0.00000000,0.00000000
103.00000000,109.00000000,54.00000000,71.00000000,-0.01096749,0.02861953
184.00000000,185.00000000,76.00000000,103.00000000,0.00000000,-0.01739130
158.00000000,163.00000000,60.00000000,83.00000000,0.01073232,0.03839869
176.00000000,179.00000000,63.00000000,80.00000000,0.00417711,0.00721501
187.00000000,192.00000000,54.00000000,70.00000000,0.00854701,0.01433692
102.00000000,104.00000000,85.00000000,101.00000000,0.00000000,-0.03703704
76.00000000,82.00000000,46.00000000,58.00000000,0.09920635,0.26923077
102.00000000,104.00000000,27.00000000,39.00000000,0.00760286,-0.01754386
164.00000000,172.00000000,65.00000000,88.00000000,0.00912183,0.00653595
203.00000000,207.00000000,67.00000000,82.00000000,-0.00546448,0.09740260
99.00000000,105.00000000,29.00000000,51.00000000,0.03727599,0.16666667
130.00000000,136.00000000,70.00000000,88.00000000,-0.00714286,0.04126984
202.00000000,207.00000000,88.00000000,112.00000000,0.02525253,0.04320988
111.00000000,112.00000000,21.00000000,25.00000000,0.00000000,0.06666667
129.00000000,132.00000000,61.00000000,78.00000000,0.01010101,-0.03894928
72.00000000,72.00000000,42.00000000,56.00000000,0.00000000,0.11654135
78.00000000,80.00000000,28.00000000,36.00000000,-0.01190476,-0.09375000
136.00000000,138.00000000,39.00000000,53.00000000,-0.00497512,-0.00396825
169.00000000,176.00000000,47.00000000,58.00000000,-0.02192982,-0.04444444
208.00000000,210.00000000,43.00000000,60.00000000,0.00617284,0.05602241
112.00000000,115.00000000,50.00000000,64.00000000,0.01189218,0.07738095
209.00000000,214.00000000,68.00000000,89.00000000,0.01694915,0.03535354
193.00000000,194.00000000,68.00000000,76.00000000,0.00000000,-0.01754386
202.00000000,202.00000000,81.00000000,104.00000000,0.00000000,-0.02706553
148.00000000,151.00000000,62.00000000,90.00000000,0.00900901,0.04608295
47.00000000,49.00000000,28.00000000,45.00000000,0.01929825,0.07489879
204.00000000,209.00000000,96.00000000,116.00000000,0.00192308,0.02888889
102.00000000,103.00000000,39.00000000,50.00000000,0.02272727,-0.08534622
111.00000000,112.00000000,25.00000000,35.00000000,nan,nan
141.00000000,142.00000000,45.00000000,61.00000000,0.00000000,-0.08333333
77.00000000,79.00000000,8.00000000,23.00000000,-0.01470588,0.15000000
29.00000000,30.00000000,16.00000000,24.00000000,0.00000000,0.00000000
198.00000000,198.00000000,92.00000000,114.00000000,0.00000000,-0.00268817
85.00000000,85.00000000,56.00000000,65.00000000,0.00000000,-0.04364326
172.00000000,179.00000000,77.00000000,97.00000000,0.02784134,-0.01288245
101.00000000,102.00000000,24.00000000,30.00000000,-0.01587302,0.29464286
117.00000000,120.00000000,26.00000000,33.00000000,0.02188552,-0.15384615
169.00000000,172.00000000,78.00000000,107.00000000,0.00980392,0.00000000
110.00000000,111.00000000,42.00000000,69.00000000,0.00000000,0.07222222
112.00000000,120.00000000,48.00000000,64.00000000,-0.04761905,0.05908584
70.00000000,72.00000000,37.00000000,55.00000000,0.02272727,-0.04285714
109.00000000,112.00000000,54.00000000,75.00000000,0.00000000,0.10919540
309.00000000,314.00000000,63.00000000,79.00000000,0.00547138,0.03737605
56.00000000,58.00000000,38.00000000,43.00000000,-0.07692308,0.10444444
198.00000000,198.00000000,69.00000000,78.00000000,0.00000000,-0.07342657
135.00000000,143.00000000,66.00000000,91.00000000,-0.02965135,-0.03607504
165.00000000,170.00000000,57.00000000,82.00000000,-0.01008403,0.00476190
150.00000000,154.00000000,54.00000000,73.00000000,0.02325581,0.05811404
135.00000000,139.00000000,66.00000000,91.00000000,0.01111111,0.06388889
23.00000000,26.00000000,9.00000000,18.00000000,-0.13043478,0.00000000
